ls -1 /Pictures/Screenshots/'Screenshot from 2025-01-30 19-09-58.png'| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;statx;statx;write;write;write;write;statx;statx;write;write;write;write;statx;statx;write;write;write;write;close;close
ls -lh /snap/snapd-desktop-integration/current| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -i /Documents/Sorting-and-Searching-Algorithms/'Relatório de ALG2.pdf'| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;statx;statx;write;write;write;write;statx;statx;write;write;write;write;close;close
ls -R /snap/firefox/current| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -R /snap/firefox/common| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -l /Documents/Rubiks05.github.io/Assets| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls .. /Downloads/main.py| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;openat;newfstatat;newfstatat;close;write;close;close
ls -lh /Downloads/outfile.tga| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -la /Documents/Rubiks05.github.io/LICENSE| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -s /Documents/Sorting-and-Searching-Algorithms/README.md| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -i /Music| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls -la /snap/spotify/common| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
ls  /Downloads/strace_r.txt| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;statx;statx;write;write;write;write;close;close
ls *.txt /Documents/Strong-Password-Generator/Images| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;statx;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;statx;statx;write;write;write;write;close;close
ls -lh /Desktop| execve;brk;mmap;access;openat;newfstatat;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;mmap;close;openat;read;newfstatat;mmap;mmap;mmap;mmap;close;mmap;rseq;mprotect;mprotect;mprotect;mprotect;mprotect;munmap;statfs;statfs;getrandom;brk;brk;openat;newfstatat;read;read;close;access;openat;openat;newfstatat;read;read;close;openat;openat;newfstatat;mmap;close;openat;newfstatat;mmap;close;futex;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;close;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;openat;openat;newfstatat;mmap;close;ioctl;openat;openat;openat;statx;openat;openat;openat;write;write;openat;openat;openat;write;write;close;close
